stud_ID,name,exam_1,exam_2,exam_3,notes,letter_grade
8c8e4f,Kelly Barton,75,75,71,"cheated on exam, gets 0pts",D
c83ec9,Kyle Murray,77,7,68,"cheated on exam, gets 0pts",F
dff0fb,Lowell Cobb,87,84,61,missed class frequently -10,C
d68299,Jessie Johnson,57,76,82,missed homework frequently -10,C
c19761,Rosalie Sullivan,89,5,90,"cheated on exam, gets 0pts",D
afb6ce,Blanche Mckinney,78,88,92,missed class frequently -10,B
d4d58b,Elsie Logan,83,84,87,great final presentation +10,B
a93747,Dominick Santos,88,88,78,missed class frequently -10,C
0a9009,Guadalupe Abbott,66,72,70,missed homework frequently -10,C
846993,Darnell Fowler,77,73,71,missed homework frequently -10,D
de93f1,Joy Stone,85,94,86,great final presentation +10,A
1a9a50,Randal Drake,76,-1,71,"cheated on exam, gets 0pts",F
f78399,Johanna Griffith,68,87,87,missed homework frequently -10,B
1c1ee0,Gerard Sanchez,12,94,95,"cheated on exam, gets 0pts",D
145f6e,Cameron Marsh,89,80,89,great final presentation +10,B
042686,Susan Pierce,80,75,89,missed class frequently -10,C
ef10df,Kirk Fitzgerald,85,97,90,missed homework frequently -10,B
2669e6,Cristina Erickson,71,85,89,great final presentation +10,B
7e34cd,Amy Fields,84,87,74,great participation +10,C
83e31f,Jasmine Swanson,90,84,85,great participation +10,A
ca7327,Viola Martinez,88,88,91,great final presentation +10,B
0bdad5,Courtney Richardson,91,73,93,"cheated on exam, gets 0pts",F
34416e,Theresa Anderson,71,59,91,missed class frequently -10,C
4a1d6d,Shawn Hill,89,86,90,great participation +10,A
ea6e42,Don Ortega,69,64,87,missed homework frequently -10,F
6ecc7e,Benny Wise,87,80,91,great final presentation +10,A
3dff61,Chris Schwartz,74,67,68,missed class frequently -10,F
9cc5f8,Jamie Stokes,69,70,69,missed homework frequently -10,F
35674a,Frederick Andrews,6,71,64,"cheated on exam, gets 0pts",F
fd7705,Lauren Wong,83,91,91,great final presentation +10,B
161625,Kurt Norris,89,73,76,missed homework frequently -10,C
